,Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
43,ACLS,2020-06-04,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,878.67M,40.87,26.73,0.60%,262635,17.46,2.04,2.37,2.06,5.03,29.89,-63.80%,47.07%,26.50%,20.00%,11.10%,32.87M,32.17M,3.60%,-33.15%,89.10%,2.57%,3.28%,2.7,391.12K,4.41%,17.49%,15.22%,24.15%,78.80%,10.94%,4.62%,5.85%,2.20,0.67,-,4.10%,5.30%,4.30%,5.20,3.40,0.11,0.11,41.10%,8.30%,6.00%,May 05/a,1.42,1.55,4.16%,18.58%,24.11%,-8.58%,105.77%,59.31,1.44%,-0.83%
44,ACM,2020-06-04,AECOM,Industrials,Engineering & Construction,USA,7.05B,-,44.15,0.46%,2018200,17.13,-,0.43,1.98,-,26.35,-405.90%,23.11%,-22.10%,17.30%,19.30%,158.55M,152.39M,0.90%,-1.50%,89.20%,0.16%,4.73%,2.83,2.55M,14.14%,25.07%,-6.52%,3.86%,32.62%,2.36%,4.40%,4.63%,1.60,0.79,-,-3.00%,-11.50%,0.30%,1.20,1.20,0.59,0.60,4.70%,-0.20%,-2.60%,May 05/b,1.74,1.82,21.83%,32.07%,11.82%,-15.74%,102.90%,76.35,1.56%,-1.09%
45,ACMR,2020-06-04,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,USA,1.16B,66.43,65.1,0.03%,243859,45.15,3.32,10.80,12.08,19.91,305.46,169.00%,44.34%,-,20.00%,-,18.06M,8.63M,1.30%,0.00%,24.00%,26.67%,14.38%,2.2,563.50K,11.00%,72.77%,84.47%,365.33%,258.68%,252.85%,7.61%,12.15%,1.90,0.43,-,11.00%,22.70%,16.50%,3.70,2.90,0.00,0.14,47.10%,15.40%,16.00%,May 06/a,-,5.71,15.48%,52.40%,143.66%,-5.99%,420.38%,65.47,0.02%,0.02%
46,ACN,2020-06-04,Accenture plc,Technology,Information Technology Services,Ireland,134.45B,26.38,203.1,-2.02%,2430657,25.24,3.58,3.01,8.37,24.71,33.89,11.30%,5.94%,10.30%,7.37%,6.30%,637.49M,659.99M,0.10%,-14.01%,74.20%,-0.46%,1.18%,2.44,3.20M,0.71%,11.83%,11.25%,2.19%,13.11%,-3.55%,1.99%,2.24%,2.10,0.76,1.58%,16.00%,33.80%,33.90%,1.40,1.40,0.00,0.00,31.30%,14.70%,11.10%,Jun 25/b,1.05,4.8,5.35%,13.20%,6.19%,-6.14%,48.08%,65.05,-1.45%,-0.57%
47,ACNB,2020-06-04,ACNB Corporation,Financial,Banks - Regional,USA,222.69M,10.68,25.45,1.35%,15605,-,-,3.03,0.87,1.68,12.30,8.70%,-,14.40%,-,13.10%,8.48M,8.38M,2.80%,0.42%,23.80%,8.60%,0.65%,1.9,28.40K,1.52%,5.30%,-20.69%,-26.49%,-29.11%,-32.71%,5.18%,7.12%,-,0.55,3.93%,0.90%,8.30%,28.10%,-,-,0.00,0.00,-,78.50%,22.60%,-,0.05,1.81,7.86%,1.78%,-20.02%,-35.68%,26.93%,52.74,2.17%,-0.80%
48,ACP,2020-06-04,Aberdeen Income Credit Strategies Fund,Financial,Closed-End Fund - Debt,USA,150.79M,-,8.65,-0.35%,161648,-,-,-,-,-,-,-,-,-,-,-,17.43M,-,0.06%,11.64%,25.73%,-,-,0.1,184.85K,7.45%,13.82%,-23.65%,-21.51%,-26.09%,-24.85%,1.83%,1.83%,-,0.87,16.65%,-,-,-,-,-,-,-,-,-,-,-,-,0.17,9.97%,14.55%,-16.76%,-31.19%,63.21%,79.48,-0.35%,0.00%
49,ACRE,2020-06-04,Ares Commercial Real Estate Corporation,Real Estate,REIT - Mortgage,USA,347.19M,21.82,9.69,5.79%,919842,9.50,3.73,2.37,0.66,4.66,-,-4.80%,13.08%,10.20%,5.85%,14.50%,31.90M,30.33M,2.10%,0.13%,64.20%,13.21%,2.54%,0.9,850.72K,21.43%,30.42%,-38.86%,-37.40%,-35.27%,-38.83%,8.24%,8.36%,2.20,1.08,13.62%,0.60%,2.60%,2.10%,-,-,3.45,3.45,51.40%,8.00%,7.60%,May 21/b,1.25,0.73,31.86%,36.54%,-26.78%,-45.32%,248.56%,72.96,4.76%,0.98%
50,ACRS,2020-06-04,"Aclaris Therapeutics, Inc.",Healthcare,Biotechnology,USA,56.10M,-,1.41,-1.74%,249488,-,-,12.75,1.01,0.71,-,-10.10%,13.70%,-57.10%,-,-,41.62M,37.68M,3.40%,0.00%,83.00%,4.55%,5.19%,6.95,281.63K,5.22%,8.46%,22.61%,-18.50%,-68.31%,-25.40%,9.34%,8.94%,1.60,0.89,-,-,-,-158.70%,4.00,-,0.18,0.19,5.80%,-,-,May 26/a,1.13,0.12,5.48%,14.36%,0.92%,-73.74%,101.43%,57.54,0.00%,-1.74%
51,ACRX,2020-06-04,"AcelRx Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,115.87M,-,1.33,3.10%,1519680,-,-,48.28,-,2.20,-,16.70%,44.20%,2.60%,-,-15.20%,80.06M,79.26M,1.90%,0.00%,24.00%,0.85%,14.39%,9.88,1.15M,-11.33%,-5.67%,-2.92%,-26.11%,-42.42%,-36.97%,9.14%,7.71%,1.80,1.32,-,-57.10%,154.80%,340.90%,3.70,3.50,-,-,-,-,-,May 11/a,1.79,0.13,-9.29%,-4.02%,-25.73%,-55.96%,89.62%,44.18,0.76%,2.33%
52,ACST,2020-06-04,Acasti Pharma Inc.,Healthcare,Biotechnology,Canada,72.17M,-,0.8,-9.60%,8597808,-,-,-,-,-,-,30.30%,34.00%,-,-,-,90.21M,81.84M,9.29%,0.00%,6.09%,-,0.36%,0.21,1.41M,24.34%,40.30%,80.87%,-58.12%,-7.53%,-67.35%,16.25%,9.18%,2.00,6.09,-,-,-,-,-,-,-,-,-,-,-,-,-,0.06,22.50%,47.47%,-38.86%,-74.03%,220.00%,68.98,-8.88%,-0.79%
53,ACTG,2020-06-04,Acacia Research Corporation,Industrials,Specialty Business Services,USA,154.20M,-,3.19,7.41%,922392,319.00,-,13.18,0.99,0.98,-,83.30%,-,23.90%,20.00%,-38.80%,49.88M,46.21M,0.30%,-3.00%,64.40%,-1.30%,1.72%,3.04,261.86K,24.12%,32.09%,42.41%,12.32%,2.57%,19.92%,11.89%,6.66%,-,3.52,-,-12.30%,-14.70%,-17.20%,15.20,15.20,0.00,0.00,65.60%,-,-,May 11/b,0.54,0.19,29.77%,30.34%,23.35%,-8.86%,82.29%,76.39,9.62%,-2.02%
54,ACTT,2020-06-04,Act II Global Acquisition Corp.,Financial,Shell Companies,USA,379.53M,-,10.11,0.10%,748340,-,-,-,0.31,632.55,-,-,-,-,-,-,9.00M,30.00M,-,-,89.10%,18.98%,0.02%,0.02,355.36K,0.20%,1.20%,-0.59%,2.43%,-,-0.10%,0.51%,0.45%,-,2.11,-,-,-,-,1.70,1.70,0.00,0.00,-,-,-,-,-,0.06,0.52%,1.56%,1.54%,-3.16%,9.89%,63.99,-0.30%,0.40%
55,ACU,2020-06-04,Acme United Corporation,Consumer Defensive,Household & Personal Products,USA,70.60M,13.34,21.2,-1.62%,4050,10.60,1.33,0.50,1.28,10.38,6.19,23.00%,12.99%,3.30%,10.00%,5.80%,3.35M,2.92M,3.50%,0.00%,65.20%,-0.87%,0.08%,0.14,15.74K,-0.70%,-4.33%,-10.85%,-3.20%,3.41%,-10.89%,5.07%,4.74%,1.00,0.26,2.26%,4.90%,10.10%,8.00%,4.40,2.00,0.65,0.66,36.50%,5.90%,3.90%,Apr 17/b,1.10,1.02,-1.53%,0.62%,-2.21%,-14.91%,23.98%,49.56,-0.93%,-0.70%
56,ACV,2020-06-04,AllianzGI Diversified Income & Convertible Fund,Financial,Asset Management,USA,244.12M,-,23.59,-0.17%,48570,-,-,-,-,-,-,-,-,-,-,-,10.35M,-,-,-,24.87%,-,-,0.09,70.87K,4.52%,13.52%,0.08%,-2.80%,7.52%,-4.11%,1.93%,2.57%,-,0.69,8.48%,-,-,-,-,-,-,-,-,-,-,-,-,0.58,8.16%,17.07%,3.51%,-11.52%,104.95%,79.74,0.08%,-0.25%
57,ADAP,2020-06-04,Adaptimmune Therapeutics plc,Healthcare,Biotechnology,United Kingdom,650.60M,-,11.39,-4.21%,2034180,-,-,342.42,7.54,3.31,-,-33.20%,-16.50%,-46.40%,1.00%,-30.30%,123.29M,11.25M,0.20%,-,72.20%,236.01%,3.56%,0.14,2.85M,134.36%,221.75%,206.18%,803.97%,199.74%,849.17%,25.74%,17.49%,2.50,0.71,-,-60.30%,-85.60%,-113.30%,7.60,7.60,0.00,0.00,-,-,-,May 14/b,1.69,1.23,83.93%,159.51%,332.91%,-15.00%,1506.49%,79.49,-1.13%,-3.11%
58,ADBE,2020-06-04,Adobe Inc.,Technology,Software - Infrastructure,USA,185.96B,58.41,385.8,-1.06%,2409772,34.69,2.92,15.95,17.77,44.58,43.14,7.80%,14.32%,62.70%,20.00%,21.90%,482.00M,479.66M,0.10%,-24.72%,87.80%,-0.23%,0.99%,1.2,3.95M,1.57%,8.33%,9.91%,26.95%,41.39%,16.98%,2.36%,2.55%,1.90,0.61,-,15.80%,31.40%,20.60%,1.20,1.20,0.39,0.39,85.20%,30.10%,27.70%,Jun 11/a,0.91,10.52,2.99%,11.24%,20.63%,-1.40%,51.22%,63.16,-0.51%,-0.55%
59,ADC,2020-06-04,Agree Realty Corporation,Real Estate,REIT - Retail,USA,3.65B,35.11,67.42,0.18%,429360,37.23,-,18.16,1.75,50.59,200.41,8.40%,3.78%,9.50%,-0.90%,28.50%,45.44M,52.58M,1.60%,3.92%,90.02%,16.16%,15.20%,10.31,775.50K,6.91%,6.91%,-12.40%,-8.32%,0.73%,-3.92%,2.64%,3.41%,1.60,0.55,3.56%,3.20%,5.20%,3.90%,-,-,0.58,0.58,88.10%,53.90%,41.10%,Apr 20/a,0.32,2.39,7.69%,8.19%,-4.19%,-16.26%,49.06%,62.48,0.88%,-0.70%
60,ADCT,2020-06-04,ADC Therapeutics SA,Healthcare,Biotechnology,Switzerland,2.48B,-,34.99,-2.40%,512015,-,-,853.76,-,13.59,-,-37.00%,-,-,-,-,70.76M,12.32M,-,-,-,-,-,-,739.27K,-7.80%,-,-,-,-,18.01%,8.80%,-,-,0.69,-,-,-,-100.00%,10.90,10.90,0.00,0.00,-,-,-,-,-,2.58,1.28%,1.28%,1.28%,-7.87%,22.77%,-,-0.23%,-2.18%
61,ADES,2020-06-04,"Advanced Emissions Solutions, Inc.",Industrials,Pollution & Treatment Controls,USA,100.94M,5.02,5.31,-0.93%,182341,1.22,0.10,1.6,0.93,8.27,2.77,11.70%,40.00%,99.20%,50.00%,32.90%,17.93M,17.97M,2.90%,29.74%,68.80%,-3.15%,11.52%,8.81,234.84K,2.51%,-21.10%,-40.93%,-47.74%,-57.99%,-49.43%,5.11%,7.26%,2.00,0.78,-,11.00%,18.10%,-17.50%,1.10,0.70,0.14,0.38,25.70%,-31.70%,30.50%,May 11/a,0.83,0.42,-2.79%,-13.42%,-47.86%,-65.38%,19.33%,47.02,0.76%,-1.68%
62,ADI,2020-06-04,"Analog Devices, Inc.",Technology,Semiconductors,USA,45.06B,40.85,122.38,0.62%,1653108,24.43,6.39,8.13,3.89,57.41,48.10,-12.10%,17.44%,13.00%,6.39%,15.90%,368.22M,367.22M,0.10%,-24.66%,89.60%,-0.63%,1.23%,1.42,3.18M,10.29%,15.52%,12.41%,11.00%,22.54%,2.98%,2.95%,3.32%,2.00,0.52,2.03%,5.20%,9.50%,9.20%,1.30,0.90,0.44,0.48,65.60%,25.30%,20.00%,May 20/b,1.35,4.21,11.19%,18.39%,11.46%,-3.86%,54.76%,67.52,2.09%,-1.44%
63,ADM,2020-06-04,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,USA,23.16B,14.90,41.14,1.56%,2454219,12.40,-,0.36,1.22,-,-,-19.90%,17.58%,-6.00%,-8.80%,-4.50%,563.00M,553.02M,0.40%,-2.21%,79.70%,-2.08%,1.69%,2.64,3.54M,5.49%,17.68%,7.33%,-4.15%,4.76%,-11.24%,2.17%,2.48%,2.10,0.69,3.50%,3.50%,8.10%,4.20%,1.50,1.00,0.45,0.66,6.50%,2.10%,2.40%,Apr 29/a,0.96,1.12,13.05%,14.62%,2.33%,-12.84%,42.25%,69.93,2.24%,-0.67%
64,ADMA,2020-06-04,"ADMA Biologics, Inc.",Healthcare,Biotechnology,USA,232.65M,-,3.1,8.39%,3988749,-,-,6.46,2.37,2.30,-,38.90%,57.40%,13.30%,-,37.80%,73.78M,58.37M,0.70%,-,62.50%,52.23%,16.58%,3.03,3.20M,8.39%,-2.21%,-3.13%,-28.90%,-28.07%,-22.50%,10.45%,9.90%,1.70,1.25,-,-35.20%,-106.00%,-,11.90,8.10,1.00,1.00,-30.30%,-,-,May 06/a,2.00,0.28,11.26%,8.78%,-18.27%,-43.48%,113.79%,54.62,2.65%,5.59%
65,ADMS,2020-06-04,"Adamas Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,75.19M,-,2.64,-2.22%,486153,-,-,1.31,-,0.65,-,22.00%,33.50%,-52.90%,46.30%,-0.40%,28.03M,27.37M,1.40%,-0.32%,76.40%,-3.21%,4.28%,3.27,357.82K,-5.38%,-20.24%,-31.07%,-59.45%,-45.00%,-30.34%,6.66%,7.67%,2.20,1.36,-,-53.70%,-806.50%,-72.70%,5.60,5.40,-,-,95.40%,-,-,May 07/a,1.69,0.21,-6.94%,-11.26%,-41.70%,-66.07%,38.95%,41.54,-5.04%,2.96%
66,ADNT,2020-06-04,Adient plc,Consumer Cyclical,Auto Parts,Ireland,1.86B,-,19.68,-0.05%,1123904,10.58,-,0.12,1.20,1.13,37.17,66.80%,210.10%,-29.20%,25.76%,-5.60%,93.80M,93.06M,0.50%,1.93%,96.10%,-2.29%,4.39%,2.28,1.79M,15.02%,29.22%,-1.35%,-4.37%,1.50%,-7.39%,5.65%,7.03%,2.60,0.63,-,-4.90%,-29.00%,-8.20%,1.00,0.80,2.41,2.96,5.90%,1.30%,-3.30%,May 05/b,3.63,1.28,16.18%,44.64%,-0.81%,-32.78%,233.55%,71.25,1.08%,-1.12%
67,ADP,2020-06-04,"Automatic Data Processing, Inc.",Industrials,Staffing & Employment Services,USA,64.49B,25.71,149.97,-1.13%,2084495,26.28,2.11,4.38,11.74,37.75,46.78,12.30%,-0.54%,15.30%,12.20%,6.70%,430.00M,429.01M,0.10%,-19.92%,82.40%,0.02%,1.06%,1.50,3.03M,3.57%,2.85%,-6.66%,-10.27%,-7.80%,-12.04%,2.29%,2.71%,2.70,0.69,2.43%,5.90%,46.80%,31.10%,1.00,1.00,0.18,0.37,42.90%,21.90%,17.20%,Apr 29/b,0.84,4.04,6.29%,7.88%,-5.35%,-17.74%,45.45%,61.62,0.06%,-1.19%
68,ADPT,2020-06-04,Adaptive Biotechnologies Corporation,Healthcare,Biotechnology,USA,5.00B,-,39.2,-1.16%,886126,-,-,53.62,8.95,9.01,-,-42.00%,-15.70%,-,4.70%,-,126.06M,119.48M,4.30%,-68.54%,76.30%,11.95%,2.25%,2.51,1.07M,0.72%,18.72%,42.44%,45.35%,-,31.02%,4.14%,5.44%,1.30,0.83,-,-10.00%,-23.10%,-12.90%,7.50,7.40,0.00,0.00,75.70%,-99.60%,-88.20%,May 12/a,-,2.0,2.49%,21.23%,24.48%,-28.88%,158.06%,59.79,-1.38%,0.23%
69,ADRO,2020-06-04,"Aduro Biotech, Inc.",Healthcare,Biotechnology,USA,190.17M,-,2.36,-8.35%,991978,-,-,6.97,3.19,0.94,-,15.00%,9.50%,-30.40%,9.00%,5.20%,80.76M,56.72M,1.10%,-9.21%,53.40%,20.12%,4.84%,4.50,608.96K,-27.61%,-21.33%,-29.13%,100.00%,30.39%,100.00%,12.78%,9.92%,2.20,1.63,-,-21.70%,-86.30%,-133.70%,9.10,9.10,0.00,0.00,-,-,-,Mar 04,0.33,0.29,-21.79%,-19.08%,23.18%,-41.58%,161.90%,34.91,-7.81%,-0.58%
70,ADS,2020-06-04,Alliance Data Systems Corporation,Financial,Credit Services,USA,2.75B,6.77,54.53,-1.16%,2099923,4.30,1.17,0.49,2.39,0.62,-,-37.00%,62.69%,5.90%,5.78%,1.00%,47.60M,46.02M,2.40%,3.21%,92.20%,-3.93%,7.75%,1.77,2.01M,11.29%,20.27%,-26.52%,-46.95%,-61.30%,-51.40%,7.32%,8.06%,2.30,1.04,1.54%,-,-,4.70%,2.00,2.00,10.74,19.14,55.90%,-,-,Apr 23/b,2.55,4.26,20.81%,32.57%,-39.69%,-65.79%,165.87%,63.25,-0.73%,-0.44%
71,ADSK,2020-06-04,"Autodesk, Inc.",Technology,Software - Application,USA,49.54B,164.26,225.2,-0.53%,2149257,41.57,5.02,14.47,-,26.87,50.99,327.80%,40.88%,23.40%,32.70%,5.40%,220.00M,217.07M,0.20%,-5.44%,97.00%,0.07%,1.72%,1.58,2.35M,11.14%,24.77%,22.36%,28.39%,39.61%,22.75%,4.18%,3.64%,2.30,0.91,-,2.80%,-78.60%,14.00%,0.80,0.80,-,-,90.50%,7.30%,4.30%,May 27/a,1.60,7.75,15.50%,27.15%,31.90%,-0.96%,79.61%,80.20,0.09%,-0.61%
72,ADSW,2020-06-04,"Advanced Disposal Services, Inc.",Industrials,Waste Management,USA,2.84B,-,31.38,-0.06%,1913907,85.74,-,1.75,3.06,91.67,52.63,-170.50%,210.17%,18.60%,19.72%,3.00%,90.06M,89.81M,0.60%,-18.93%,-,-4.55%,8.12%,4.11,1.77M,0.22%,-3.15%,-4.85%,-4.71%,-2.21%,-4.53%,1.75%,1.49%,3.00,1.08,-,-0.20%,-0.80%,3.40%,0.70,0.70,1.93,2.02,-,4.30%,-0.40%,May 07,0.31,0.45,-2.30%,-2.79%,-3.84%,-5.34%,9.91%,32.56,0.22%,-0.29%
73,ADT,2020-06-04,ADT Inc.,Industrials,Security & Protection Services,USA,6.08B,-,8.12,2.27%,2243720,7.41,-,1.16,2.13,51.47,6.80,30.30%,4.38%,-,4.71%,-,759.09M,742.37M,1.90%,0.00%,95.40%,-0.94%,2.80%,8.79,2.37M,16.50%,45.52%,29.51%,0.69%,43.87%,2.40%,5.28%,5.55%,2.60,0.95,1.72%,-4.00%,-19.20%,1.50%,0.60,0.40,3.42,3.44,72.00%,-2.50%,-12.50%,May 07/a,-,0.36,25.04%,45.15%,29.38%,-9.43%,138.47%,78.44,3.18%,-0.88%
74,ADTN,2020-06-04,"ADTRAN, Inc.",Technology,Communication Equipment,USA,548.63M,-,11.44,-1.55%,420732,67.29,-,1.1,1.51,7.10,-,-127.20%,4150.00%,-27.60%,2.30%,-3.40%,47.96M,47.54M,0.70%,2.29%,93.50%,1.30%,1.95%,2.23,415.46K,2.69%,13.60%,41.76%,26.55%,-28.90%,15.67%,5.28%,5.96%,2.60,1.01,3.15%,-11.30%,-16.10%,-16.80%,3.30,2.20,0.00,0.00,42.00%,-7.70%,-12.70%,May 06/a,1.34,0.61,3.60%,17.82%,19.83%,-32.67%,138.33%,58.48,-0.52%,-1.03%
75,ADUS,2020-06-04,Addus HomeCare Corporation,Healthcare,Medical Care Facilities,USA,1.50B,65.50,98.65,0.11%,104558,30.82,4.37,2.51,3.23,-,129.52,20.50%,19.80%,6.80%,15.00%,14.30%,15.23M,15.23M,0.90%,-36.83%,-,-2.74%,3.27%,2.86,173.98K,1.84%,11.28%,29.48%,6.20%,35.84%,1.47%,3.24%,4.26%,1.40,0.6,-,-,-,6.80%,-,-,-,-,27.10%,4.70%,3.30%,May 04/a,0.48,4.24,9.52%,21.28%,15.11%,-5.65%,128.75%,68.53,0.98%,-0.86%
76,ADVM,2020-06-04,"Adverum Biotechnologies, Inc.",Healthcare,Biotechnology,USA,1.60B,-,20.27,-2.83%,549084,-,-,5322.23,4.92,5.37,-,15.00%,-4.50%,16.40%,-,-15.30%,73.80M,77.29M,0.50%,-27.10%,80.01%,38.01%,14.72%,7.92,1.44M,-0.25%,6.71%,52.41%,89.44%,89.97%,75.95%,10.35%,10.05%,2.10,0.38,-,-29.60%,-35.50%,-39.20%,17.90,17.90,0.00,0.00,-,-,-,May 28/a,2.30,1.84,2.77%,35.81%,81.35%,-14.80%,308.67%,62.45,-1.98%,-0.86%
77,ADX,2020-06-04,"Adams Diversified Equity Fund, Inc.",Financial,Closed-End Fund - Equity,USA,1.64B,3.42,15.05,-0.53%,71609,-,-,48.83,0.84,-,-,-,-,-,-,-,108.82M,107.18M,8.81%,0.09%,17.84%,-,0.60%,1.48,436.85K,2.52%,8.12%,2.59%,-1.40%,10.00%,-4.33%,1.10%,1.56%,-,0.16,1.40%,-,-,-,-,-,-,-,-,-,-,-,-,0.25,4.94%,9.97%,2.43%,-9.61%,48.13%,69.83,0.00%,-0.53%
78,AE,2020-06-04,"Adams Resources & Energy, Inc.",Energy,Oil & Gas Integrated,USA,124.30M,-,27.5,2.19%,4235,-,-,0.07,0.84,1.42,-,177.70%,-,5.60%,-,-15.20%,4.24M,2.16M,0.30%,12.64%,37.10%,1.82%,0.10%,0.27,8.02K,-1.79%,-7.09%,-3.20%,-12.08%,-18.66%,-27.76%,7.11%,7.19%,-,0.53,3.49%,-2.70%,-5.50%,3.80%,1.90,1.80,0.03,0.04,0.60%,-1.00%,-0.50%,Mar 13/a,1.17,2.05,-1.10%,7.79%,-9.32%,-30.73%,81.40%,52.49,5.16%,-2.82%
79,AEE,2020-06-04,Ameren Corporation,Utilities,Utilities - Regulated Electric,USA,18.23B,23.39,73.99,-2.75%,1259459,19.70,3.96,3.15,2.26,434.07,11.76,1.10%,9.57%,6.90%,5.90%,-0.50%,246.40M,245.83M,0.60%,-3.74%,78.50%,2.59%,5.39%,6.19,2.14M,0.07%,2.55%,-14.02%,0.24%,-2.82%,-3.66%,2.39%,2.80%,2.00,0.59,2.68%,2.70%,9.80%,6.10%,0.60,0.40,1.16,1.28,86.00%,21.10%,13.50%,May 11/a,0.29,2.11,3.95%,1.94%,-3.28%,-15.59%,25.96%,54.66,-2.12%,-0.64%
80,AEF,2020-06-04,"Aberdeen Emerging Markets Equity Income Fund, Inc.",Financial,Asset Management,United Kingdom,303.75M,3.87,5.99,-1.07%,21781,-,-,15.42,0.69,-,-,-,-,-,-,-,50.75M,-,-,-,58.55%,-,-,0.08,95.24K,7.45%,8.42%,-13.01%,-14.86%,-15.94%,-21.46%,2.27%,2.04%,-,0.23,3.68%,-,-,-,-,-,-,-,-,-,-,-,-,0.13,6.73%,9.98%,-10.69%,-25.28%,35.44%,70.28,0.76%,-1.82%
81,AEG,2020-06-04,Aegon N.V.,Financial,Insurance - Diversified,Netherlands,7.08B,4.18,3.24,0.62%,3323858,7.90,0.11,0.1,0.24,0.52,0.91,127.50%,-7.66%,7.20%,38.40%,7.50%,2.06B,2.09B,10.10%,0.00%,8.50%,3.24%,0.27%,1.49,3.83M,16.55%,37.29%,1.57%,-25.35%,-30.77%,-28.48%,3.62%,3.77%,3.00,0.87,5.12%,0.20%,3.20%,3.50%,-,-,0.47,0.00,-,1.00%,1.10%,-,1.39,0.14,27.68%,28.83%,-12.18%,-37.45%,80.00%,73.45,2.21%,-1.55%
82,AEGN,2020-06-04,Aegion Corporation,Industrials,Engineering & Construction,USA,511.79M,-,16.78,1.70%,130940,15.14,-,0.42,1.25,6.99,10.13,-746.00%,21.89%,5.40%,15.00%,-1.80%,30.72M,29.44M,3.40%,0.48%,99.51%,0.44%,3.10%,6.07,150.50K,12.47%,16.53%,-4.71%,-20.55%,9.67%,-24.99%,5.66%,5.54%,3.00,0.87,-,-1.80%,-4.40%,0.60%,2.10,1.90,0.66,0.73,20.20%,1.10%,-1.50%,Apr 29/a,1.26,0.91,18.95%,13.71%,-13.15%,-29.03%,47.19%,64.32,2.88%,-1.15%
83,AEIS,2020-06-04,"Advanced Energy Industries, Inc.",Industrials,Electrical Equipment & Parts,USA,2.65B,46.00,71.02,0.94%,310273,18.24,4.60,2.75,3.97,7.47,62.25,-62.20%,25.17%,-2.80%,10.00%,16.50%,38.36M,37.31M,1.20%,-2.18%,-,-3.48%,2.64%,3.04,324.60K,8.89%,29.55%,14.99%,15.12%,36.03%,-0.25%,3.43%,4.43%,2.60,0.96,-,4.90%,10.10%,4.30%,2.80,2.10,0.46,0.49,37.60%,7.10%,7.00%,May 06/b,1.56,3.14,12.41%,27.95%,18.10%,-9.52%,112.76%,70.19,2.20%,-1.24%
84,AEL,2020-06-04,American Equity Investment Life Holding Company,Financial,Insurance - Life,USA,2.14B,4.12,22.95,2.14%,485431,4.78,0.41,1.0,0.6,1.17,2.02,-46.50%,-5.16%,11.20%,10.00%,9.70%,91.64M,89.96M,1.20%,-4.84%,99.10%,1.51%,3.45%,3.62,855.42K,3.89%,19.78%,-5.94%,-20.45%,-23.19%,-23.32%,4.62%,6.79%,2.70,0.57,1.31%,0.80%,13.00%,33.30%,-,-,0.16,0.16,-,-,23.90%,May 06/a,1.75,1.49,13.35%,17.41%,-5.77%,-32.82%,153.03%,60.15,3.52%,-1.34%
85,AEM,2020-06-04,Agnico Eagle Mines Limited,Basic Materials,Gold,Canada,13.96B,33.73,58.25,0.02%,1565249,24.05,1.48,5.3,2.78,10.42,-,242.10%,75.76%,36.30%,22.81%,5.60%,240.22M,239.69M,0.20%,0.00%,78.10%,4.55%,1.09%,1.13,2.32M,-8.40%,-8.64%,9.57%,-5.58%,26.93%,-5.45%,3.80%,3.81%,2.10,0.68,1.37%,4.80%,8.50%,7.90%,2.80,2.00,0.49,0.56,49.60%,32.00%,15.70%,Apr 30/a,0.74,2.65,-9.95%,2.74%,2.68%,-16.38%,87.90%,41.25,-1.72%,1.77%
86,AEO,2020-06-04,"American Eagle Outfitters, Inc.",Consumer Cyclical,Apparel Retail,USA,2.13B,11.02,12.33,4.49%,10927910,14.09,-,0.49,1.66,5.10,18.94,-23.90%,322.71%,19.70%,-9.18%,5.60%,167.46M,153.87M,1.00%,-5.22%,95.30%,-8.69%,16.69%,3.22,7.97M,29.25%,70.30%,3.96%,-17.19%,-33.50%,-16.12%,7.63%,6.62%,2.80,1.37,1.14%,5.70%,15.40%,14.40%,1.40,0.80,0.00,0.00,35.30%,5.40%,4.40%,Jun 03/b,1.17,0.73,39.94%,46.91%,-6.20%,-38.04%,88.68%,73.37,5.20%,-0.68%
87,AEP,2020-06-04,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,USA,41.75B,22.66,84.4,-2.98%,2215069,18.22,3.85,2.74,2.11,24.00,15.84,0.10%,8.63%,3.60%,5.88%,-1.00%,494.60M,494.71M,0.10%,-25.03%,76.50%,0.76%,1.68%,2.2,3.78M,-0.82%,1.31%,-14.57%,-7.13%,-5.56%,-10.70%,2.30%,2.52%,2.20,0.59,3.32%,2.50%,9.40%,5.30%,0.50,0.40,1.30,1.64,79.70%,16.80%,12.10%,May 06/b,0.39,2.22,4.82%,3.99%,-6.84%,-19.60%,29.58%,57.96,-2.30%,-0.69%
