Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Price,Change,Volume,Market Cap,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Price,Change,Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Avg Volume,Rel Volume,Price,Change,Volume,Market Cap,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Price,Change,Volume,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,Price,Change,from Open,Gap,Volume
ACCO,2020-06-05,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,USA,693.70M,6.19,7.17,4.37%,798295,693.70M,6.19,6.16,0.62,0.36,0.96,7.43,3.33,3.00%,83.02%,6.10%,10.00%,3.00%,7.17,4.37%,798295,693.70M,96.00M,91.75M,2.90%,-2.42%,94.40%,-1.67%,5.29%,6.04,803.99K,7.17,4.37%,798295,15.83%,21.32%,-10.71%,-20.16%,-5.41%,-23.40%,5.45%,5.69%,-,803.99K,0.99,7.17,4.37%,798295,693.70M,3.63%,4.20%,15.20%,8.80%,1.60,1.00,1.19,1.29,31.90%,10.10%,5.90%,May 04/a,7.17,4.37%,798295,2.15,0.41,16.89%,21.58%,-12.83%,-36.99%,104.27%,65.21,7.17,4.37%,3.17%,1.16%,798295
ACEL,2020-06-05,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling,USA,793.73M,-,10.78,1.22%,367752,793.73M,-,24.22,-,1.87,9.98,5.82,17.41,-177.70%,78.80%,-,-,-,10.78,1.22%,367752,793.73M,79.01M,34.00M,6.60%,0.00%,57.60%,7.32%,3.79%,4.73,272.59K,10.78,1.22%,367752,6.31%,16.04%,0.00%,-0.46%,3.85%,-13.76%,4.21%,8.28%,2.00,272.59K,1.35,10.78,1.22%,367752,793.73M,-,-1.30%,-1.70%,1.60%,2.80,2.80,3.91,4.09,35.90%,2.90%,-1.40%,May 11/b,10.78,1.22%,367752,-,0.66,18.34%,23.56%,3.90%,-19.25%,106.51%,69.28,10.78,1.22%,-1.37%,2.63%,367752
ACGL,2020-06-05,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,14.60B,11.19,34.98,6.68%,3437260,14.60B,11.19,13.83,-,2.19,1.33,16.55,6.12,124.20%,209.67%,14.10%,-1.39%,11.20%,34.98,6.68%,3437260,14.60B,403.89M,393.77M,1.40%,-4.28%,88.70%,-1.62%,0.84%,1.17,2.83M,34.98,6.68%,3437260,23.95%,49.36%,-14.05%,-14.77%,-1.69%,-18.44%,4.64%,5.11%,2.50,2.83M,1.21,34.98,6.68%,3437260,14.60B,-,3.50%,12.40%,13.10%,-,-,0.22,0.22,-,18.70%,19.30%,May 04/a,34.98,6.68%,3437260,0.74,1.58,29.62%,31.30%,-7.13%,-27.61%,67.13%,74.4,34.98,6.68%,0.11%,6.56%,3437260
ACGLO,2020-06-05,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,10.18B,8.10,25.27,0.00%,42948,10.18B,8.10,-,-,1.51,0.97,-,-,-,-,-,-,-,25.27,0.00%,42948,10.18B,402.94M,358.57M,-,-,27.65%,-,0.00%,0.37,41.12K,25.27,0.00%,42948,-0.32%,2.56%,-3.48%,-0.71%,2.68%,-2.02%,0.91%,1.26%,-,41.12K,1.04,25.27,0.00%,42948,10.18B,5.38%,-,-,-,-,-,-,-,-,-,-,-,25.27,0.00%,42948,-,0.3,1.82%,4.99%,0.10%,-6.06%,65.70%,65.24,25.27,0.00%,-0.32%,0.32%,42948
ACGLP,2020-06-05,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,9.90B,7.88,24.57,-0.28%,101200,9.90B,7.88,-,-,1.47,0.94,-,-,-,-,-,-,-,24.57,-0.28%,101200,9.90B,402.94M,358.57M,-,-,25.67%,-,0.00%,0.18,55.70K,24.57,-0.28%,101200,0.86%,2.16%,-3.38%,-2.23%,3.80%,-3.57%,0.80%,1.12%,-,55.70K,1.82,24.57,-0.28%,101200,9.90B,5.33%,-,-,-,-,-,-,-,-,-,-,-,24.57,-0.28%,101200,-,0.27,2.89%,4.17%,-0.51%,-5.97%,52.32%,66.51,24.57,-0.28%,-0.53%,0.24%,101200
ACH,2020-06-05,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,6.41B,40.15,5.22,3.78%,189910,6.41B,40.15,-,-,0.24,0.46,4.07,12.79,8.10%,-,15.20%,-,6.00%,5.22,3.78%,189910,6.41B,680.91M,429.49M,-,-,1.30%,-0.22%,0.01%,0.67,84.47K,5.22,3.78%,189910,9.43%,4.19%,-19.07%,-31.76%,-40.68%,-39.93%,2.56%,2.33%,-,84.47K,2.25,5.22,3.78%,189910,6.41B,-,0.30%,1.20%,3.70%,0.70,0.40,1.08,1.86,6.40%,3.40%,0.30%,-,5.22,3.78%,189910,1.05,0.19,5.80%,3.78%,-25.27%,-43.26%,13.48%,57.2,5.22,3.78%,0.77%,2.98%,189910
ACHC,2020-06-05,"Acadia Healthcare Company, Inc.",Healthcare,Medical Care Facilities,USA,2.75B,23.44,30.12,4.44%,625263,2.75B,23.44,12.45,2.81,0.88,1.07,33.94,8.46,161.50%,27.23%,-3.80%,8.33%,25.30%,30.12,4.44%,625263,2.75B,87.77M,87.12M,0.80%,0.00%,-,-3.59%,11.37%,8.53,1.16M,30.12,4.44%,625263,5.28%,24.41%,2.17%,-5.43%,-9.28%,-9.33%,3.69%,5.26%,2.30,1.16M,0.54,30.12,4.44%,625263,2.75B,-,1.70%,4.60%,5.20%,0.90,0.90,1.21,1.29,-,10.20%,3.60%,May 04/a,30.12,4.44%,625263,1.36,1.63,11.18%,27.91%,5.26%,-14.92%,171.60%,69.27,30.12,4.44%,0.27%,4.16%,625263
ACIA,2020-06-05,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.78B,69.69,67.25,-0.33%,625798,2.78B,69.69,27.45,-,5.72,4.64,7.55,51.78,559.20%,9.77%,73.90%,-12.00%,26.00%,67.25,-0.33%,625798,2.78B,41.58M,38.77M,6.10%,-3.25%,83.20%,0.41%,10.73%,5.12,811.71K,67.25,-0.33%,625798,-0.37%,-1.51%,3.24%,0.60%,41.82%,-0.83%,1.16%,1.18%,2.80,811.71K,0.77,67.25,-0.33%,625798,2.78B,-,5.90%,7.30%,3.90%,4.80,4.50,0.00,0.00,47.40%,4.40%,8.60%,-,67.25,-0.33%,625798,0.94,0.83,-0.71%,-0.61%,0.83%,-2.72%,51.53%,46.85,67.25,-0.33%,-0.40%,0.07%,625798
ACIU,2020-06-05,AC Immune SA,Healthcare,Biotechnology,Switzerland,467.39M,-,6.57,-0.90%,111952,467.39M,-,-,-,9.31,1.72,1.62,-,177.60%,38.00%,26.30%,-,29.70%,6.57,-0.90%,111952,467.39M,71.86M,37.44M,47.90%,0.00%,28.30%,5.71%,1.60%,4.87,122.86K,6.57,-0.90%,111952,-15.12%,-13.32%,-5.47%,-15.12%,30.88%,-22.89%,6.02%,5.22%,1.70,122.86K,0.91,6.57,-0.90%,111952,467.39M,-,-8.60%,-9.40%,16.10%,21.30,21.30,0.01,0.01,-,-47.40%,-53.40%,Apr 09/b,6.57,-0.90%,111952,0.51,0.4,-11.88%,-10.58%,-5.91%,-35.21%,61.43%,37.47,6.57,-0.90%,-1.05%,0.15%,111952
ACIW,2020-06-05,"ACI Worldwide, Inc.",Technology,Software - Infrastructure,USA,3.36B,50.54,28.96,4.32%,670810,3.36B,50.54,22.59,4.21,2.50,3.15,28.21,25.59,19.00%,69.58%,-0.50%,12.00%,4.40%,28.96,4.32%,670810,3.36B,116.01M,112.72M,1.20%,2.24%,-,-0.16%,4.88%,5.61,980.80K,28.96,4.32%,670810,5.00%,10.07%,-2.79%,-19.89%,-10.62%,-23.56%,3.17%,4.62%,1.80,980.80K,0.68,28.96,4.32%,670810,3.36B,-,2.10%,6.40%,4.70%,1.40,1.40,1.24,1.27,50.30%,9.70%,5.10%,May 07/b,28.96,4.32%,670810,1.32,1.27,10.21%,13.51%,-6.65%,-26.44%,44.58%,63.14,28.96,4.32%,1.97%,2.31%,670810
ACLS,2020-06-05,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,879.65M,40.92,26.76,0.11%,355375,879.65M,40.92,17.48,2.05,2.37,2.06,5.04,29.92,-63.80%,47.07%,26.50%,20.00%,11.10%,26.76,0.11%,355375,879.65M,32.87M,32.17M,3.60%,-32.45%,89.10%,2.57%,3.28%,2.69,391.96K,26.76,0.11%,355375,-0.34%,4.69%,14.02%,20.00%,79.72%,11.06%,4.59%,5.55%,2.20,391.96K,0.91,26.76,0.11%,355375,879.65M,-,4.10%,5.30%,4.30%,5.20,3.40,0.11,0.11,41.10%,8.30%,6.00%,May 05/a,26.76,0.11%,355375,1.42,1.55,4.04%,17.75%,23.92%,-8.48%,106.00%,59.71,26.76,0.11%,-2.34%,2.51%,355375
ACM,2020-06-05,AECOM,Industrials,Engineering & Construction,USA,7.26B,-,45.44,2.92%,2298389,7.26B,-,17.63,-,0.44,2.04,-,27.12,-405.90%,23.11%,-22.10%,17.30%,19.30%,45.44,2.92%,2298389,7.26B,158.55M,152.39M,0.90%,-1.50%,89.20%,0.16%,4.73%,2.91,2.48M,45.44,2.92%,2298389,17.20%,28.25%,1.47%,8.37%,36.95%,5.36%,4.28%,4.54%,1.60,2.48M,0.93,45.44,2.92%,2298389,7.26B,-,-3.00%,-11.50%,0.30%,1.20,1.20,0.59,0.60,4.70%,-0.20%,-2.60%,May 05/b,45.44,2.92%,2298389,1.74,1.84,23.90%,34.45%,14.94%,-13.28%,108.82%,78.06,45.44,2.92%,0.62%,2.29%,2298389
ACMR,2020-06-05,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,USA,1.11B,63.71,62.44,-4.09%,457168,1.11B,63.71,43.30,3.19,10.36,11.58,19.10,292.98,169.00%,44.34%,-,20.00%,-,62.44,-4.09%,457168,1.11B,18.06M,8.63M,1.30%,-3.41%,24.00%,26.67%,14.38%,2.2,563.27K,62.44,-4.09%,457168,4.43%,58.88%,94.94%,342.52%,236.42%,238.43%,8.17%,12.24%,1.90,563.27K,0.81,62.44,-4.09%,457168,1.11B,-,11.00%,22.70%,16.50%,3.70,2.90,0.00,0.14,47.10%,15.40%,16.00%,May 06/a,62.44,-4.09%,457168,-,5.76,8.28%,43.69%,131.50%,-9.83%,399.12%,60.95,62.44,-4.09%,-3.76%,-0.34%,457168
ACN,2020-06-05,Accenture plc,Technology,Information Technology Services,Ireland,138.01B,27.08,208.49,2.65%,2510288,138.01B,27.08,25.91,3.68,3.09,8.59,25.37,34.79,11.30%,5.94%,10.30%,7.37%,6.30%,208.49,2.65%,2510288,138.01B,637.49M,659.99M,0.10%,-14.01%,74.20%,-0.46%,1.18%,2.45,3.17M,208.49,2.65%,2510288,3.41%,15.58%,16.64%,4.46%,15.57%,-0.99%,2.10%,2.27%,2.10,3.17M,0.79,208.49,2.65%,2510288,138.01B,1.53%,16.00%,33.80%,33.90%,1.40,1.40,0.00,0.00,31.30%,14.70%,11.10%,Jun 25/b,208.49,2.65%,2510288,1.05,4.95,7.51%,15.60%,8.98%,-3.65%,52.01%,69.63,208.49,2.65%,1.21%,1.42%,2510288
ACNB,2020-06-05,ACNB Corporation,Financial,Banks - Regional,USA,241.76M,11.59,27.63,8.57%,16298,241.76M,11.59,-,-,3.28,0.95,1.82,13.36,8.70%,-,14.40%,-,13.10%,27.63,8.57%,16298,241.76M,8.48M,8.38M,2.80%,0.42%,23.80%,8.60%,0.65%,1.92,28.18K,27.63,8.57%,16298,11.23%,21.77%,-11.78%,-20.53%,-19.91%,-26.94%,5.79%,6.89%,-,28.18K,0.58,27.63,8.57%,16298,241.76M,3.62%,0.90%,8.30%,28.10%,-,-,0.00,0.00,-,78.50%,22.60%,-,27.63,8.57%,16298,0.05,1.89,16.42%,10.65%,-13.03%,-30.17%,37.81%,61.08,27.63,8.57%,4.11%,4.28%,16298
ACP,2020-06-05,Aberdeen Income Credit Strategies Fund,Financial,Closed-End Fund - Debt,USA,153.40M,-,8.8,1.73%,203659,153.40M,-,-,-,-,-,-,-,-,-,-,-,-,8.8,1.73%,203659,153.40M,17.43M,-,0.06%,11.64%,25.73%,-,-,0.1,185.39K,8.8,1.73%,203659,7.19%,17.96%,-20.86%,-20.65%,-24.81%,-23.54%,1.71%,1.73%,-,185.39K,1.1,8.8,1.73%,203659,153.40M,16.36%,-,-,-,-,-,-,-,-,-,-,-,8.8,1.73%,203659,-,0.18,11.04%,15.86%,-15.18%,-30.00%,66.04%,80.81,8.8,1.73%,-0.90%,2.66%,203659
ACRE,2020-06-05,Ares Commercial Real Estate Corporation,Real Estate,REIT - Mortgage,USA,363.32M,22.84,10.14,4.64%,1004920,363.32M,22.84,9.94,3.90,2.48,0.69,4.88,-,-4.80%,13.08%,10.20%,5.85%,14.50%,10.14,4.64%,1004920,363.32M,31.90M,30.33M,2.10%,0.13%,64.20%,13.21%,2.54%,0.9,856.33K,10.14,4.64%,1004920,36.11%,41.62%,-34.75%,-34.71%,-32.26%,-35.98%,9.50%,8.58%,2.20,856.33K,1.17,10.14,4.64%,1004920,363.32M,13.02%,0.60%,2.60%,2.10%,-,-,3.45,3.45,51.40%,8.00%,7.60%,May 21/b,10.14,4.64%,1004920,1.25,0.78,35.65%,41.09%,-23.21%,-42.78%,264.75%,74.67,10.14,4.64%,-1.07%,5.78%,1004920
ACRS,2020-06-05,"Aclaris Therapeutics, Inc.",Healthcare,Biotechnology,USA,56.90M,-,1.43,1.42%,406882,56.90M,-,-,-,12.93,1.02,0.72,-,-10.10%,13.70%,-57.10%,-,-,1.43,1.42%,406882,56.90M,41.62M,37.68M,3.40%,0.00%,83.00%,4.55%,5.19%,6.96,281.16K,1.43,1.42%,406882,1.42%,13.49%,28.83%,-15.88%,-68.22%,-24.34%,9.27%,8.79%,1.60,281.16K,1.45,1.43,1.42%,406882,56.90M,-,-,-,-158.70%,4.00,-,0.18,0.19,5.80%,-,-,May 26/a,1.43,1.42%,406882,1.13,0.12,6.38%,15.22%,2.18%,-73.37%,104.29%,59.24,1.43,1.42%,0.70%,0.71%,406882
ACRX,2020-06-05,"AcelRx Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,126.32M,-,1.45,9.02%,1997839,126.32M,-,-,-,52.64,-,2.40,-,16.70%,44.20%,2.60%,-,-15.20%,1.45,9.02%,1997839,126.32M,80.06M,79.26M,1.90%,0.00%,24.00%,0.85%,14.39%,9.82,1.16M,1.45,9.02%,1997839,4.32%,0.00%,1.40%,-21.20%,-41.53%,-31.28%,8.76%,8.01%,1.80,1.16M,1.72,1.45,9.02%,1997839,126.32M,-,-57.10%,154.80%,340.90%,3.70,3.50,-,-,-,-,-,May 11/a,1.45,9.02%,1997839,1.79,0.13,-0.70%,4.07%,-18.81%,-51.99%,106.73%,51.82,1.45,9.02%,7.41%,1.50%,1997839
ACST,2020-06-05,Acasti Pharma Inc.,Healthcare,Biotechnology,Canada,67.66M,-,0.75,-6.25%,3018248,67.66M,-,-,-,-,-,-,-,30.30%,34.00%,-,-,-,0.75,-6.25%,3018248,67.66M,90.21M,81.84M,9.29%,0.00%,6.09%,-,0.36%,0.19,1.54M,0.75,-6.25%,3018248,18.48%,23.97%,79.34%,-60.94%,-14.22%,-69.39%,17.47%,9.22%,2.00,1.54M,1.96,0.75,-6.25%,3018248,67.66M,-,-,-,-,-,-,-,-,-,-,-,-,0.75,-6.25%,3018248,-,0.07,13.15%,35.90%,-42.46%,-75.65%,200.00%,62.2,0.75,-6.25%,-3.85%,-2.50%,3018248
ACTG,2020-06-05,Acacia Research Corporation,Industrials,Specialty Business Services,USA,179.82M,-,3.72,16.61%,4015530,179.82M,-,372.00,-,15.37,1.16,1.14,-,83.30%,-,23.90%,20.00%,-38.80%,3.72,16.61%,4015530,179.82M,49.88M,46.21M,0.30%,-3.00%,64.40%,-1.30%,1.72%,2.9,274.09K,3.72,16.61%,4015530,43.63%,55.65%,67.57%,29.17%,19.61%,39.85%,15.61%,7.68%,-,274.09K,14.65,3.72,16.61%,4015530,179.82M,-,-12.30%,-14.70%,-17.20%,15.20,15.20,0.00,0.00,65.60%,-,-,May 11/b,3.72,16.61%,4015530,0.54,0.23,48.90%,50.88%,43.76%,6.29%,112.57%,84.04,3.72,16.61%,0.54%,15.99%,4015530
ACTT,2020-06-05,Act II Global Acquisition Corp.,Financial,Shell Companies,USA,379.90M,-,10.12,0.10%,858406,379.90M,-,-,-,-,0.31,633.17,-,-,-,-,-,-,10.12,0.10%,858406,379.90M,9.00M,30.00M,-,-,89.10%,18.98%,0.02%,0.02,366.93K,10.12,0.10%,858406,0.40%,1.20%,-0.59%,2.33%,-,0.00%,0.75%,0.51%,-,366.93K,2.34,10.12,0.10%,858406,379.90M,-,-,-,-,1.70,1.70,0.00,0.00,-,-,-,-,10.12,0.10%,858406,-,0.07,0.56%,1.54%,1.62%,-3.07%,10.00%,66.77,10.12,0.10%,-0.49%,0.59%,858406
ACU,2020-06-05,Acme United Corporation,Consumer Defensive,Household & Personal Products,USA,70.93M,13.40,21.3,0.47%,11182,70.93M,13.40,10.65,1.34,0.50,1.28,10.43,6.22,23.00%,12.99%,3.30%,10.00%,5.80%,21.3,0.47%,11182,70.93M,3.35M,2.92M,3.50%,0.00%,65.20%,-0.87%,0.08%,0.14,15.73K,21.3,0.47%,11182,-0.42%,-4.05%,-8.90%,-1.39%,3.30%,-10.47%,4.25%,4.76%,1.00,15.73K,0.71,21.3,0.47%,11182,70.93M,2.25%,4.90%,10.10%,8.00%,4.40,2.00,0.65,0.66,36.50%,5.90%,3.90%,Apr 17/b,21.3,0.47%,11182,1.10,1.0,-0.83%,0.99%,-1.76%,-14.51%,24.56%,51.63,21.3,0.47%,-0.56%,1.04%,11182
ACV,2020-06-05,AllianzGI Diversified Income & Convertible Fund,Financial,Asset Management,USA,247.54M,-,23.92,1.40%,36366,247.54M,-,-,-,-,-,-,-,-,-,-,-,-,23.92,1.40%,36366,247.54M,10.35M,-,-,-,24.87%,-,-,0.09,70.74K,23.92,1.40%,36366,4.64%,13.31%,3.68%,-2.61%,8.38%,-2.76%,2.10%,2.55%,-,70.74K,0.51,23.92,1.40%,36366,247.54M,8.36%,-,-,-,-,-,-,-,-,-,-,-,23.92,1.40%,36366,-,0.59,9.05%,17.77%,4.97%,-10.28%,107.82%,80.69,23.92,1.40%,-0.75%,2.16%,36366
ADAP,2020-06-05,Adaptimmune Therapeutics plc,Healthcare,Biotechnology,United Kingdom,642.60M,-,11.25,-1.23%,1492395,642.60M,-,-,-,338.21,7.45,3.27,-,-33.20%,-16.50%,-46.40%,1.00%,-30.30%,11.25,-1.23%,1492395,642.60M,123.29M,11.25M,0.20%,-,72.20%,236.01%,3.56%,0.14,2.87M,11.25,-1.23%,1492395,1.63%,209.07%,222.35%,822.13%,215.13%,837.50%,14.67%,17.43%,2.50,2.87M,0.52,11.25,-1.23%,1492395,642.60M,-,-60.30%,-85.60%,-113.30%,7.60,7.60,0.00,0.00,-,-,-,May 14/b,11.25,-1.23%,1492395,1.69,1.22,70.97%,146.97%,319.90%,-16.04%,1486.74%,78.32,11.25,-1.23%,1.81%,-2.99%,1492395
ADBE,2020-06-05,Adobe Inc.,Technology,Software - Infrastructure,USA,189.38B,59.49,392.9,1.84%,2783394,189.38B,59.49,35.33,2.97,16.24,18.10,45.40,43.94,7.80%,14.32%,62.70%,20.00%,21.90%,392.9,1.84%,2783394,189.38B,482.00M,479.66M,0.10%,-24.72%,87.80%,-0.23%,0.99%,1.21,3.92M,392.9,1.84%,2783394,1.63%,8.38%,16.67%,29.88%,42.98%,19.13%,2.47%,2.60%,1.90,3.92M,0.71,392.9,1.84%,2783394,189.38B,-,15.80%,31.40%,20.60%,1.20,1.20,0.39,0.39,85.20%,30.10%,27.70%,Jun 11/a,392.9,1.84%,2783394,0.91,10.94,4.56%,12.80%,22.66%,-0.71%,54.00%,68.11,392.9,1.84%,2.31%,-0.46%,2783394
ADC,2020-06-05,Agree Realty Corporation,Real Estate,REIT - Retail,USA,3.71B,35.73,68.61,1.77%,538898,3.71B,35.73,37.89,-,18.48,1.78,51.48,203.95,8.40%,3.78%,9.50%,-0.90%,28.50%,68.61,1.77%,538898,3.71B,45.44M,52.58M,1.60%,3.67%,90.02%,16.16%,15.20%,10.33,774.31K,68.61,1.77%,538898,9.30%,10.57%,-10.49%,-6.99%,3.66%,-2.22%,3.04%,3.51%,1.60,774.31K,0.7,68.61,1.77%,538898,3.71B,3.50%,3.20%,5.20%,3.90%,-,-,0.58,0.58,88.10%,53.90%,41.10%,Apr 20/a,68.61,1.77%,538898,0.32,2.51,9.12%,9.75%,-2.46%,-14.78%,51.69%,64.73,68.61,1.77%,-1.28%,3.09%,538898
ADCT,2020-06-05,ADC Therapeutics SA,Healthcare,Biotechnology,Switzerland,2.47B,-,34.95,-0.11%,139796,2.47B,-,-,-,852.78,-,13.57,-,-37.00%,-,-,-,-,34.95,-0.11%,139796,2.47B,70.76M,12.32M,-,-,-,-,-,-,723.03K,34.95,-0.11%,139796,-5.41%,-,-,-,-,17.88%,7.96%,-,-,723.03K,0.19,34.95,-0.11%,139796,2.47B,-,-,-,-100.00%,10.90,10.90,0.00,0.00,-,-,-,-,34.95,-0.11%,139796,-,2.48,1.07%,1.07%,1.07%,-7.98%,22.63%,-,34.95,-0.11%,-0.14%,0.03%,139796
ADES,2020-06-05,"Advanced Emissions Solutions, Inc.",Industrials,Pollution & Treatment Controls,USA,105.70M,5.26,5.56,4.71%,351093,105.70M,5.26,1.28,0.11,1.68,0.98,8.66,2.90,11.70%,40.00%,99.20%,50.00%,32.90%,5.56,4.71%,351093,105.70M,17.93M,17.97M,2.90%,29.74%,68.80%,-3.15%,11.52%,8.81,234.97K,5.56,4.71%,351093,10.32%,-18.48%,-36.60%,-45.28%,-56.36%,-47.05%,6.14%,7.50%,2.00,234.97K,1.49,5.56,4.71%,351093,105.70M,-,11.00%,18.10%,-17.50%,1.10,0.70,0.14,0.38,25.70%,-31.70%,30.50%,May 11/a,5.56,4.71%,351093,0.83,0.44,3.22%,-9.30%,-45.22%,-63.75%,24.94%,51.07,5.56,4.71%,2.58%,2.07%,351093
ADI,2020-06-05,"Analog Devices, Inc.",Technology,Semiconductors,USA,45.88B,41.59,124.59,1.81%,3547640,45.88B,41.59,24.87,6.51,8.27,3.96,58.45,48.97,-12.10%,17.44%,13.00%,6.39%,15.90%,124.59,1.81%,3547640,45.88B,368.22M,367.22M,0.10%,-24.66%,89.60%,-0.63%,1.23%,1.42,3.17M,124.59,1.81%,3547640,10.31%,18.38%,16.44%,8.92%,24.63%,4.84%,2.98%,3.32%,2.00,3.17M,1.12,124.59,1.81%,3547640,45.88B,1.99%,5.20%,9.50%,9.20%,1.30,0.90,0.44,0.48,65.60%,25.30%,20.00%,May 20/b,124.59,1.81%,3547640,1.35,4.31,12.32%,19.86%,13.41%,-2.13%,57.56%,69.37,124.59,1.81%,-0.21%,2.02%,3547640
ADM,2020-06-05,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,USA,23.94B,15.39,42.52,3.35%,3532084,23.94B,15.39,12.82,-,0.37,1.26,-,-,-19.90%,17.58%,-6.00%,-8.80%,-4.50%,42.52,3.35%,3532084,23.94B,563.00M,553.02M,0.40%,-2.21%,79.70%,-2.08%,1.69%,2.65,3.53M,42.52,3.35%,3532084,8.17%,23.60%,12.96%,-0.96%,7.08%,-8.26%,2.11%,2.45%,2.10,3.53M,1.0,42.52,3.35%,3532084,23.94B,3.39%,3.50%,8.10%,4.20%,1.50,1.00,0.45,0.66,6.50%,2.10%,2.40%,Apr 29/a,42.52,3.35%,3532084,0.96,1.17,15.77%,17.88%,5.72%,-9.92%,47.03%,73.35,42.52,3.35%,1.09%,2.24%,3532084
ADMA,2020-06-05,"ADMA Biologics, Inc.",Healthcare,Biotechnology,USA,223.27M,-,2.97,-4.03%,3291576,223.27M,-,-,-,6.2,2.27,2.21,-,38.90%,57.40%,13.30%,-,37.80%,2.97,-4.03%,3291576,223.27M,73.78M,58.37M,0.70%,-,62.50%,52.23%,16.58%,3.05,3.17M,2.97,-4.03%,3291576,-9.57%,-7.03%,-0.50%,-29.67%,-21.09%,-25.63%,8.49%,10.02%,1.70,3.17M,1.04,2.97,-4.03%,3291576,223.27M,-,-35.20%,-106.00%,-,11.90,8.10,1.00,1.00,-30.30%,-,-,May 06/a,2.97,-4.03%,3291576,2.00,0.28,6.97%,4.24%,-21.46%,-45.76%,105.17%,52.08,2.97,-4.03%,-4.65%,0.65%,3291576
ADMS,2020-06-05,"Adamas Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,84.87M,-,2.98,12.88%,1715043,84.87M,-,-,-,1.48,-,0.74,-,22.00%,33.50%,-52.90%,46.30%,-0.40%,2.98,12.88%,1715043,84.87M,28.03M,27.37M,1.40%,-0.32%,76.40%,-3.21%,4.28%,3.27,358.37K,2.98,12.88%,1715043,7.97%,-10.51%,-23.39%,-53.44%,-35.91%,-21.37%,7.64%,8.01%,2.20,358.37K,4.79,2.98,12.88%,1715043,84.87M,-,-53.70%,-806.50%,-72.70%,5.60,5.40,-,-,95.40%,-,-,May 07/a,2.98,12.88%,1715043,1.69,0.22,6.33%,0.13%,-33.94%,-61.70%,56.84%,55.20,2.98,12.88%,-0.67%,13.64%,1715043
ADNT,2020-06-05,Adient plc,Consumer Cyclical,Auto Parts,Ireland,2.02B,-,21.39,8.69%,1660087,2.02B,-,11.50,-,0.13,1.30,1.23,40.40,66.80%,210.10%,-29.20%,25.76%,-5.60%,21.39,8.69%,1660087,2.02B,93.80M,93.06M,0.50%,1.93%,96.10%,-2.29%,4.39%,2.29,1.79M,21.39,8.69%,1660087,25.75%,41.00%,6.10%,2.05%,8.30%,0.66%,5.34%,6.94%,2.60,1.79M,0.93,21.39,8.69%,1660087,2.02B,-,-4.90%,-29.00%,-8.20%,1.00,0.80,2.41,2.96,5.90%,1.30%,-3.30%,May 05/b,21.39,8.69%,1660087,3.63,1.37,24.61%,55.36%,7.89%,-26.93%,262.54%,76.24,21.39,8.69%,0.00%,8.69%,1660087
ADP,2020-06-05,"Automatic Data Processing, Inc.",Industrials,Staffing & Employment Services,USA,68.86B,27.45,160.13,6.77%,3343140,68.86B,27.45,28.06,2.25,4.68,12.54,40.31,49.95,12.30%,-0.54%,15.30%,12.20%,6.70%,160.13,6.77%,3343140,68.86B,430.00M,429.01M,0.10%,-19.92%,82.40%,0.02%,1.06%,1.51,3.02M,160.13,6.77%,3343140,9.31%,10.77%,0.62%,-5.01%,-2.54%,-6.08%,2.58%,2.79%,2.70,3.02M,1.11,160.13,6.77%,3343140,68.86B,2.27%,5.90%,46.80%,31.10%,1.00,1.00,0.18,0.37,42.90%,21.90%,17.20%,Apr 29/b,160.13,6.77%,3343140,0.84,4.58,13.27%,14.71%,1.12%,-12.17%,55.30%,71.22,160.13,6.77%,3.79%,2.87%,3343140
