Ticker,Company,Sector,Industry,Country
AQMS,"Aqua Metals, Inc.",Industrials,Waste Management,USA
AQN,Algonquin Power & Utilities Corp.,Utilities,Utilities - Renewable,Canada
AQST,"Aquestive Therapeutics, Inc.",Healthcare,Biotechnology,USA
AQUA,Evoqua Water Technologies Corp.,Industrials,Pollution & Treatment Controls,USA
AR,Antero Resources Corporation,Energy,Oil & Gas E&P,USA
ARA,"American Renal Associates Holdings, Inc.",Healthcare,Diagnostics & Research,USA
ARAV,"Aravive, Inc.",Healthcare,Biotechnology,USA
ARAY,Accuray Incorporated,Healthcare,Medical Devices,USA
ARC,"ARC Document Solutions, Inc.",Industrials,Specialty Business Services,USA
ARCB,ArcBest Corporation,Industrials,Trucking,USA
ARCC,Ares Capital Corporation,Financial,Asset Management,USA
ARCE,Arco Platform Limited,Consumer Defensive,Education & Training Services,Brazil
ARCH,"Arch Coal, Inc.",Energy,Thermal Coal,USA
ARCM,Arrow Reserve Capital Management ETF,Financial,Exchange Traded Fund,USA
ARCO,Arcos Dorados Holdings Inc.,Consumer Cyclical,Restaurants,Uruguay
ARCT,Arcturus Therapeutics Holdings Inc.,Healthcare,Biotechnology,USA
ARD,Ardagh Group S.A.,Consumer Cyclical,Packaging & Containers,Luxembourg
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",Financial,Asset Management,USA
ARDS,"Aridis Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
ARDX,"Ardelyx, Inc.",Healthcare,Biotechnology,USA
ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,REIT - Office,USA
ARES,Ares Management Corporation,Financial,Asset Management,USA
ARGO,"Argo Group International Holdings, Ltd.",Financial,Insurance - Property & Casualty,Bermuda
ARGT,Global X MSCI Argentina ETF,Financial,Exchange Traded Fund,USA
ARGX,argenx SE,Healthcare,Biotechnology,Netherlands
ARI,"Apollo Commercial Real Estate Finance, Inc.",Real Estate,REIT - Mortgage,USA
ARKF,ARK Fintech Innovation ETF,Financial,Exchange Traded Fund,USA
ARKG,ARK Genomic Revolution ETF,Financial,Exchange Traded Fund,USA
ARKK,ARK Innovation ETF,Financial,Exchange Traded Fund,USA
ARKQ,ARK Autonomous Technology & Robotics ETF,Financial,Exchange Traded Fund,USA
ARKR,Ark Restaurants Corp.,Consumer Cyclical,Restaurants,USA
ARKW,ARK Next Generation Internet ETF,Financial,Exchange Traded Fund,USA
ARL,"American Realty Investors, Inc.",Real Estate,Real Estate - Development,USA
ARLO,"Arlo Technologies, Inc.",Industrials,Security & Protection Services,USA
ARLP,"Alliance Resource Partners, L.P.",Energy,Thermal Coal,USA
ARMK,Aramark,Consumer Cyclical,Restaurants,USA
ARMP,Armata Pharmaceuticals Inc.,Healthcare,Biotechnology,USA
ARMR,Armor US Equity Index ETF,Financial,Exchange Traded Fund,USA
ARNA,"Arena Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
ARNC,Arconic Corporation,Industrials,Metal Fabrication,USA
AROC,"Archrock, Inc.",Energy,Oil & Gas Equipment & Services,USA
AROW,Arrow Financial Corporation,Financial,Banks - Regional,USA
ARPO,"Aerpio Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
ARQT,"Arcutis Biotherapeutics, Inc.",Healthcare,Biotechnology,USA
ARR,"ARMOUR Residential REIT, Inc.",Real Estate,REIT - Mortgage,USA
ARTL,"Artelo Biosciences, Inc.",Healthcare,Biotechnology,USA
ARTNA,Artesian Resources Corporation,Utilities,Utilities - Regulated Water,USA
ARTW,"Art's-Way Manufacturing Co., Inc.",Industrials,Farm & Heavy Construction Machinery,USA
ARVN,"Arvinas, Inc.",Healthcare,Biotechnology,USA
ARW,"Arrow Electronics, Inc.",Technology,Electronics & Computer Distribution,USA
ARWR,"Arrowhead Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
ARYA,ARYA Sciences Acquisition Corp.,Financial,Shell Companies,USA
ARYAU,ARYA Sciences Acquisition Corp.,Financial,Shell Companies,USA
ASA,ASA Gold and Precious Metals Limited,Financial,Asset Management,USA
ASB,Associated Banc-Corp,Financial,Banks - Regional,USA
ASC,Ardmore Shipping Corporation,Energy,Oil & Gas Midstream,Bermuda
ASEA,Global X FTSE Southeast Asia ETF,Financial,Exchange Traded Fund,USA
ASET,FlexShares Real Assets Allocation Index Fund,Financial,Exchange Traded Fund,USA
ASFI,"Asta Funding, Inc.",Financial,Credit Services,USA
ASG,"Liberty All-Star Growth Fund, Inc.",Financial,Closed-End Fund - Equity,USA
ASGN,ASGN Incorporated,Industrials,Staffing & Employment Services,USA
ASH,Ashland Global Holdings Inc.,Basic Materials,Chemicals,USA
ASHR,Xtrackers Harvest CSI 300 China A-Shares ETF,Financial,Exchange Traded Fund,USA
ASHS,Xtrackers Harvest CSI 500 China-A Shares Small Cap ETF,Financial,Exchange Traded Fund,USA
ASIX,AdvanSix Inc.,Basic Materials,Chemicals,USA
ASLN,ASLAN Pharmaceuticals Limited,Healthcare,Biotechnology,Singapore
ASM,Avino Silver & Gold Mines Ltd.,Basic Materials,Silver,Canada
ASMB,"Assembly Biosciences, Inc.",Healthcare,Biotechnology,USA
ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,Netherlands
ASNA,"Ascena Retail Group, Inc.",Consumer Cyclical,Apparel Retail,USA
ASND,Ascendis Pharma A/S,Healthcare,Biotechnology,Denmark
ASPN,"Aspen Aerogels, Inc.",Industrials,Building Products & Equipment,USA
ASPS,Altisource Portfolio Solutions S.A.,Financial,Mortgage Finance,Luxembourg
ASPU,"Aspen Group, Inc.",Consumer Defensive,Education & Training Services,USA
ASR,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",Industrials,Airports & Air Services,Mexico
ASRT,"Assertio Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA
ASRV,"AmeriServ Financial, Inc.",Financial,Banks - Regional,USA
ASTC,Astrotech Corporation,Industrials,Aerospace & Defense,USA
ASTE,"Astec Industries, Inc.",Industrials,Farm & Heavy Construction Machinery,USA
ASUR,"Asure Software, Inc.",Technology,Software - Application,USA
ASX,"ASE Technology Holding Co., Ltd.",Technology,Semiconductors,Taiwan
ASYS,"Amtech Systems, Inc.",Technology,Semiconductor Equipment & Materials,USA
AT,Atlantic Power Corporation,Utilities,Utilities - Independent Power Producers,USA
ATAX,"America First Multifamily Investors, L.P.",Financial,Mortgage Finance,USA
ATCO,Atlas Corp.,Financial,Asset Management,Canada
ATCX,"Atlas Technical Consultants, Inc.",Industrials,Engineering & Construction,USA
ATEC,"Alphatec Holdings, Inc.",Healthcare,Medical Devices,USA
ATEN,"A10 Networks, Inc.",Technology,Software - Infrastructure,USA
ATEX,Anterix Inc.,Communication Services,Telecom Services,USA
ATGE,Adtalem Global Education Inc.,Consumer Defensive,Education & Training Services,USA
ATH,Athene Holding Ltd.,Financial,Insurance - Diversified,Bermuda
ATHE,Alterity Therapeutics Limited,Healthcare,Biotechnology,Australia
ATHM,Autohome Inc.,Communication Services,Internet Content & Information,China
ATHX,"Athersys, Inc.",Healthcare,Biotechnology,USA
ATI,Allegheny Technologies Incorporated,Industrials,Metal Fabrication,USA
ATIF,ATIF Holdings Limited,Financial,Capital Markets,China
ATKR,Atkore International Group Inc.,Industrials,Specialty Industrial Machinery,USA
ATLC,Atlanticus Holdings Corporation,Financial,Credit Services,USA
ATLO,Ames National Corporation,Financial,Banks - Regional,USA
ATMP,Barclays ETN+ Select MLP ETN,Financial,Exchange Traded Fund,USA
ATNI,"ATN International, Inc.",Communication Services,Telecom Services,USA
ATNM,"Actinium Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
ATNX,"Athenex, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA
ATO,Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,USA
ATOM,Atomera Incorporated,Technology,Semiconductor Equipment & Materials,USA
ATOS,"Atossa Therapeutics, Inc.",Healthcare,Biotechnology,USA
ATR,"AptarGroup, Inc.",Consumer Cyclical,Packaging & Containers,USA
ATRA,"Atara Biotherapeutics, Inc.",Healthcare,Biotechnology,USA
ATRC,"AtriCure, Inc.",Healthcare,Medical Instruments & Supplies,USA
ATRI,Atrion Corporation,Healthcare,Medical Instruments & Supplies,USA
ATRO,Astronics Corporation,Industrials,Aerospace & Defense,USA
ATRS,"Antares Pharma, Inc.",Healthcare,Medical Instruments & Supplies,USA
ATSG,"Air Transport Services Group, Inc.",Industrials,Integrated Freight & Logistics,USA
ATTO,Atento S.A.,Industrials,Specialty Business Services,Luxembourg
ATUS,"Altice USA, Inc.",Communication Services,Telecom Services,USA
ATV,"Acorn International, Inc.",Consumer Cyclical,Specialty Retail,China
ATVI,"Activision Blizzard, Inc.",Communication Services,Electronic Gaming & Multimedia,USA
ATXI,"Avenue Therapeutics, Inc.",Healthcare,Biotechnology,USA
AU,AngloGold Ashanti Limited,Basic Materials,Gold,South Africa
AUB,Atlantic Union Bankshares Corporation,Financial,Banks - Regional,USA
AUBN,"Auburn National Bancorporation, Inc.",Financial,Banks - Regional,USA
AUDC,AudioCodes Ltd.,Technology,Communication Equipment,Israel
AUG,Auryn Resources Inc.,Basic Materials,Other Industrial Metals & Mining,Canada
AUMN,Golden Minerals Company,Basic Materials,Other Precious Metals & Mining,USA
AUPH,Aurinia Pharmaceuticals Inc.,Healthcare,Biotechnology,Canada
AUSF,Global X Adaptive U.S. Factor ETF,Financial,Exchange Traded Fund,USA
AUTL,Autolus Therapeutics plc,Healthcare,Biotechnology,United Kingdom
AUTO,"AutoWeb, Inc.",Communication Services,Internet Content & Information,USA
AUY,Yamana Gold Inc.,Basic Materials,Gold,Canada
AVA,Avista Corporation,Utilities,Utilities - Diversified,USA
AVAL,Grupo Aval Acciones y Valores S.A.,Financial,Banks - Regional,Colombia
AVAV,"AeroVironment, Inc.",Industrials,Aerospace & Defense,USA
AVB,"AvalonBay Communities, Inc.",Real Estate,REIT - Residential,USA
AVCO,Avalon GloboCare Corp.,Healthcare,Medical Care Facilities,USA
AVCT,"American Virtual Cloud Technologies, Inc.",Financial,Shell Companies,USA
AVD,American Vanguard Corporation,Basic Materials,Agricultural Inputs,USA
AVDE,Avantis International Equity ETF,Financial,Exchange Traded Fund,USA
AVDL,Avadel Pharmaceuticals plc,Healthcare,Drug Manufacturers - Specialty & Generic,Ireland
AVDV,Avantis International Small Cap Value ETF,Financial,Exchange Traded Fund,USA
AVEM,Avantis Emerging Markets Equity ETF,Financial,Exchange Traded Fund,USA
AVEO,"AVEO Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
AVGO,Broadcom Inc.,Technology,Semiconductors,USA
AVGR,"Avinger, Inc.",Healthcare,Medical Devices,USA
AVID,"Avid Technology, Inc.",Communication Services,Electronic Gaming & Multimedia,USA
AVK,Advent Convertible and Income Fund,Financial,Closed-End Fund - Debt,USA
AVLR,"Avalara, Inc.",Technology,Software - Application,USA
AVNS,"Avanos Medical, Inc.",Healthcare,Medical Devices,USA
AVNW,"Aviat Networks, Inc.",Technology,Communication Equipment,USA
AVRO,"AVROBIO, Inc.",Healthcare,Biotechnology,USA
AVT,"Avnet, Inc.",Technology,Electronics & Computer Distribution,USA
AVTR,"Avantor, Inc.",Basic Materials,Specialty Chemicals,USA
AVUS,Avantis U.S. Equity ETF,Financial,Exchange Traded Fund,USA
AVUV,Avantis U.S. Small Cap Value ETF,Financial,Exchange Traded Fund,USA
AVXL,Anavex Life Sciences Corp.,Healthcare,Biotechnology,USA
AVY,Avery Dennison Corporation,Industrials,Business Equipment & Supplies,USA
AVYA,Avaya Holdings Corp.,Technology,Software - Application,USA
AWAY,ETFMG Travel Tech ETF,Financial,Exchange Traded Fund,USA
AWF,AllianceBernstein Global High Income Fund,Financial,Closed-End Fund - Debt,USA
AWI,"Armstrong World Industries, Inc.",Industrials,Building Products & Equipment,USA
AWK,"American Water Works Company, Inc.",Utilities,Utilities - Regulated Water,USA
AWP,Aberdeen Global Premier Properties Fund,Financial,Closed-End Fund - Foreign,USA
AWR,American States Water Company,Utilities,Utilities - Regulated Water,USA
AWRE,"Aware, Inc.",Technology,Software - Application,USA
AWTM,Aware Ultra-Short Duration Enhanced Income ETF,Financial,Exchange Traded Fund,USA
AWX,Avalon Holdings Corporation,Industrials,Waste Management,USA
AX,"Axos Financial, Inc.",Financial,Banks - Regional,USA
AXAS,Abraxas Petroleum Corporation,Energy,Oil & Gas E&P,USA
AXDX,"Accelerate Diagnostics, Inc.",Healthcare,Diagnostics & Research,USA
AXE,Anixter International Inc.,Industrials,Industrial Distribution,USA
AXGN,"AxoGen, Inc.",Healthcare,Medical Devices,USA
AXGT,Axovant Gene Therapies Ltd.,Healthcare,Biotechnology,United Kingdom
AXJL,WisdomTree Asia Pacific ex-Japan Fund,Financial,Exchange Traded Fund,USA
AXL,"American Axle & Manufacturing Holdings, Inc.",Consumer Cyclical,Auto Parts,USA
AXLA,Axcella Health Inc.,Healthcare,Biotechnology,USA
AXNX,"Axonics Modulation Technologies, Inc.",Healthcare,Medical Devices,USA
AXP,American Express Company,Financial,Credit Services,USA
AXR,AMREP Corporation,Real Estate,Real Estate Services,USA
AXS,AXIS Capital Holdings Limited,Financial,Insurance - Property & Casualty,Bermuda
AXSM,"Axsome Therapeutics, Inc.",Healthcare,Biotechnology,USA
AXTA,Axalta Coating Systems Ltd.,Basic Materials,Specialty Chemicals,USA
AXTI,"AXT, Inc.",Technology,Semiconductor Equipment & Materials,USA
AXU,Alexco Resource Corp.,Industrials,Waste Management,Canada
AY,Atlantica Yield plc,Utilities,Utilities - Renewable,United Kingdom
AYI,"Acuity Brands, Inc.",Industrials,Electrical Equipment & Parts,USA
AYLA,"Ayala Pharmaceuticals, Inc.",Healthcare,Biotechnology,Israel
AYTU,"Aytu BioScience, Inc.",Healthcare,Biotechnology,USA
AYX,"Alteryx, Inc.",Technology,Software - Application,USA
AZN,AstraZeneca PLC,Healthcare,Drug Manufacturers - General,United Kingdom
AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA
AZPN,"Aspen Technology, Inc.",Technology,Software - Application,USA
AZRE,Azure Power Global Limited,Utilities,Utilities - Renewable,India
AZRX,"AzurRx BioPharma, Inc.",Healthcare,Biotechnology,USA
AZUL,Azul S.A.,Industrials,Airlines,Brazil
AZZ,AZZ Inc.,Industrials,Electrical Equipment & Parts,USA
B,Barnes Group Inc.,Industrials,Specialty Industrial Machinery,USA
BA,The Boeing Company,Industrials,Aerospace & Defense,USA
BAB,Invesco Taxable Municipal Bond ETF,Financial,Exchange Traded Fund,USA
BABA,Alibaba Group Holding Limited,Consumer Cyclical,Internet Retail,China
BAC,Bank of America Corporation,Financial,Banks - Diversified,USA
BAF,BlackRock Municipal Income Investment Quality Trust,Financial,Closed-End Fund - Debt,USA
BAH,Booz Allen Hamilton Holding Corporation,Industrials,Consulting Services,USA
BAK,Braskem S.A.,Basic Materials,Chemicals,Brazil
BAL,iPath Series B Bloomberg Cotton Subindex Total Return ETN,Financial,Exchange Traded Fund,USA
BAM,Brookfield Asset Management Inc.,Financial,Asset Management,Canada
BANC,"Banc of California, Inc.",Financial,Banks - Regional,USA
BAND,Bandwidth Inc.,Technology,Software - Infrastructure,USA
BANF,BancFirst Corporation,Financial,Banks - Regional,USA
BANR,Banner Corporation,Financial,Banks - Regional,USA
BANX,StoneCastle Financial Corp.,Financial,Asset Management,USA
BAP,Credicorp Ltd.,Financial,Banks - Regional,Bermuda
BAPR,Innovator S&P 500 Buffer ETF - April New,Financial,Exchange Traded Fund,USA
BAR,GraniteShares Gold Trust,Financial,Exchange Traded Fund,USA
BASI,"Bioanalytical Systems, Inc.",Healthcare,Diagnostics & Research,USA
BATL,Battalion Oil Corporation,Energy,Oil & Gas E&P,USA
BATRA,The Liberty Braves Group,Communication Services,Entertainment,USA
BATRK,The Liberty Braves Group,Communication Services,Entertainment,USA
BATT,Amplify Advanced Battery Metals and Materials ETF,Financial,Exchange Traded Fund,USA
BAUG,Innovator S&P 500 Buffer ETF - August,Financial,Exchange Traded Fund,USA
BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,USA
BB,BlackBerry Limited,Technology,Software - Infrastructure,Canada
BBAR,Banco BBVA Argentina S.A.,Financial,Banks - Regional,Argentina
BBAX,JPMorgan BetaBuilders Developed Asia ex-Japan ETF,Financial,Exchange Traded Fund,USA
BBBY,Bed Bath & Beyond Inc.,Consumer Cyclical,Specialty Retail,USA
BBC,Virtus LifeSci Biotech Clinical Trials ETF,Financial,Exchange Traded Fund,USA
BBCA,JPMorgan BetaBuilders Canada ETF,Financial,Exchange Traded Fund,USA
BBCP,"Concrete Pumping Holdings, Inc.",Industrials,Engineering & Construction,USA
BBD,Banco Bradesco S.A.,Financial,Banks - Regional,Brazil
BBDC,"Barings BDC, Inc.",Financial,Credit Services,USA
BBDO,Banco Bradesco S.A.,Financial,Banks - Regional,Brazil
BBEU,JPMorgan BetaBuilders Europe ETF,Financial,Exchange Traded Fund,USA
BBF,BlackRock Municipal Income Investment Trust,Financial,Closed-End Fund - Debt,USA
BBGI,"Beasley Broadcast Group, Inc.",Communication Services,Broadcasting,USA
BBH,VanEck Vectors Biotech ETF,Financial,Exchange Traded Fund,USA
BBI,"Brickell Biotech, Inc.",Healthcare,Biotechnology,USA
BBIN,JPMorgan BetaBuilders International Equity ETF,Financial,Exchange Traded Fund,USA
BBIO,"BridgeBio Pharma, Inc.",Healthcare,Biotechnology,USA
BBJP,JPMorgan BetaBuilders Japan ETF,Financial,Exchange Traded Fund,USA
BBK,BlackRock Municipal Bond Trust,Financial,Closed-End Fund - Debt,USA
BBL,BHP Group,Basic Materials,Other Industrial Metals & Mining,Australia
BBMC,JPMorgan BetaBuilders U.S. Mid Cap Equity ETF,Financial,Exchange Traded Fund,USA
BBN,BlackRock Taxable Municipal Bond Trust,Financial,Closed-End Fund - Debt,USA
BBP,Virtus LifeSci Biotech Products ETF,Financial,Exchange Traded Fund,USA
BBQ,"BBQ Holdings, Inc.",Consumer Cyclical,Restaurants,USA
BBRE,JPMorgan BetaBuilders MSCI U.S. REIT ETF,Financial,Exchange Traded Fund,USA
BBSA,JPMorgan BetaBuilders 1-5 Yr US Aggregate Bond ETF,Financial,Exchange Traded Fund,USA
BBSI,"Barrett Business Services, Inc.",Industrials,Staffing & Employment Services,USA
BBU,Brookfield Business Partners L.P.,Industrials,Conglomerates,Bermuda
BBUS,JPMorgan BetaBuilders U.S. Equity ETF,Financial,Exchange Traded Fund,USA
BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",Financial,Banks - Diversified,Spain
BBW,"Build-A-Bear Workshop, Inc.",Consumer Cyclical,Specialty Retail,USA
BBX,BBX Capital Corporation,Consumer Cyclical,Resorts & Casinos,USA
BBY,"Best Buy Co., Inc.",Consumer Cyclical,Specialty Retail,USA
BC,Brunswick Corporation,Consumer Cyclical,Leisure,USA
BCBP,"BCB Bancorp, Inc.",Financial,Banks - Regional,USA
BCC,Boise Cascade Company,Basic Materials,Lumber & Wood Production,USA
BCD,Aberdeen Standard Bloomberg All Commodity Longer Dated Strategy K-1 Free ETF,Financial,Exchange Traded Fund,USA
BCDA,"BioCardia, Inc.",Healthcare,Biotechnology,USA
BCE,BCE Inc.,Communication Services,Telecom Services,Canada
BCEI,"Bonanza Creek Energy, Inc.",Energy,Oil & Gas E&P,USA
BCEL,"Atreca, Inc.",Healthcare,Biotechnology,USA
BCH,Banco de Chile,Financial,Banks - Regional,Chile
BCI,Aberdeen Standard Bloomberg All Commodity Strategy K-1 Free ETF,Financial,Exchange Traded Fund,USA
BCLI,Brainstorm Cell Therapeutics Inc.,Healthcare,Biotechnology,USA
BCM,iPath Pure Beta Broad Commodity ETN,Financial,Exchange Traded Fund,USA
BCML,BayCom Corp,Financial,Banks - Regional,USA
BCO,The Brink's Company,Industrials,Security & Protection Services,USA
BCOM,B Communications Ltd,Communication Services,Telecom Services,Israel
BCOR,"Blucora, Inc.",Financial,Asset Management,USA
BCOV,Brightcove Inc.,Technology,Software - Application,USA
BCPC,Balchem Corporation,Basic Materials,Specialty Chemicals,USA
BCRX,"BioCryst Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
BCS,Barclays PLC,Financial,Banks - Diversified,United Kingdom
BCSF,"Bain Capital Specialty Finance, Inc.",Financial,Asset Management,USA
BCV,Bancroft Fund Ltd.,Financial,Closed-End Fund - Debt,USA
BCX,Blackrock Resources & Commodities Strategy Trust,Financial,Closed-End Fund - Equity,USA
